Word,Date,Notes Citation,Green Citation,Citation
torch,1884,,‘Experiences of a Cunt Philosopher’ in Randiana 64,I stood no more chance of getting my poor used up ‘torch’ out of her vagina than if it had been wedged into a vice.
ballocks,1884,,‘Experiences of a Cunt Philosopher’ in Randiana 32,Fearing to frighten Lucy [...] I readjusted my bollocks.
it,1884,,‘Experiences of a Cunt Philosopher’ in Randiana 15,"‘Hold on, Emma, that’s enough, let’s put it in now’."
root,1884,,‘Experiences of a Cunt Philosopher’ in Randiana 114,"‘Then you’ve had the root before, Zoe.’ ‘Yes,’ she said, ‘once, with a young captain in my Pa’s regiment.’."
rolling-pin,1690,,‘English Fortune-Teller’ in R. Thompson Pepys’ Penny Merriments (1976) 70,"[Such lines] usually signifieth a man to tread more hens than his own, and a woman to beat her puff-past with her neighbours rowling-pin."
clyster-pipe,1700,,‘Enfield Common’ in Playford Pills to Purge Melancholy II 270,"No one was near us, to over hear us, / at length I said I’d put my Pipes in Tune, / to give a Glister, with that I kiss’d her"
nut,1899,,‘Donewell’ Green Girls 22,"She spread her buttocks, and widening her bumhole with her fingers, his nut slipped in."
knob,1899,,‘Donewell’ Green Girls 13,"With her free hand she took hold of the knob, that caressed her so deliciously."
cock,1899,,‘Donewell’ Green Girls 11,At the contact of her little hand [...] his cockey swelled up and poured out its liquid.
peg,1841,,"‘Don Giovanni or, The Man Vot Claps ’Em On The Peg’ in Gentleman’s Spicey Songster 28","For he had a long peg, you must know."
dick,1836,,‘Do As Father And Mother Do’ in Cockchafer 44,"Says Dick, ‘it’s true, a dagger long, / I have got, my sweet delight.’."
dagger,1836,,‘Do As Father & Mother Do’ Cockchafer 44,"Says Dick, ‘it’s true, a dagger long, / I have got, my sweet delight."
generating tool,1880,,‘Discovery of the Longitude’ in Pearl 10 Apr. 15,"‘You, my dear;’ said he, ‘tried full many a nation, / Then say who had the longest tool of generation?’."
awl,1685,,‘Directions for Damosels’ in Chappell Roxburghe Ballads II (1874) 108,"If to their will you comply, they’l pack up their Awls and away."
you know what,1685,,‘Dick the Plowman’ Pepys Ballads (1987) III 170,"Richard, give me that, I need not name it, you know what."
whopper,1838,,‘Devil To Pay’ in Rambler’s Flash Songster 44,"He shock at her his wand, / It was a precious whopper."
it,1865,,‘Cupid’s Battering Ram’ Rambler’s Flash Songster 21,"But when he produced it so potent and red, Rub a dub. / In fear and amazement the maid would have fled."
bag,1838,,‘Cupid’s Battering Ram’ in Rambler’s Flash Songster 22,"When the bag which hangs under the battery ram Rub a dub. / Is injured, the engine is not worth a damn."
bow,1838,,‘Cupid Turned Housebreaker’ in Rambler’s Flash Songster 39,"To talk about his bow and arrow, tho’ some may delight."
picklock,1865,,‘Cupid Turned Housebreaker’ in Rambler’s Flash Songster 39,"What would they say, if they could see, his picklock out of sight; / The ladies’ all, both great and small, how they turn up their eyes, / They’d never dreamt, his instrument was half the size."
jacob,1800,,‘Cumnock Psalms’ in Bold (1979) 62,"He placed his Jacob where she did piss, / And his ballocks where the wind did blaw."
key,1638,,‘Cuckolds Haven’ in Chappell Roxburghe Ballads (1871) I 46,"A woman that will be drunk, will eas’ly play the Punck; For when her wits are sunk all keyes will fit her Trunk."
leek,1834,,‘Cowslip and the Gardener’s Leek’ in Flash Minstrel! in Spedding & Watt (eds) Bawdy Songbooks (2011) I 117,"But he pull’d out so long a leek, / He made the pretty damsel squeak."
polony,1833,,‘Conger Nell & the Clerkenwell Porkman’ in Rummy Cove’s Delight in Spedding & Watt (eds) Bawdy Songbooks (2011) III 96,"And for gammoning the girls, O, he always bore the bell, / With his long polonies / Meat where bone is ."
prick,1896,,‘Confessions of a Virtuous Wife’ in Cabinet of Venus 312,His fine young prickle must have been about eight inches.
lance,1896,,‘Confessions of a Virtuous Wife’ in Cabinet of Venus 309,Suck and handle his lance as you please.
egg,1896,,‘Confessions of a Virtuous Wife’ in Cabinet of Venus 303,Kissing and fondling his eggs as his yard worked in and out.
peg,1836,,"‘Come, Draw Your Peg, My Rum One’ in Cockchafer 21","Yours is the peg, but the spiggot-hole is mine!"
arse-pin,1834,,‘Come Where the Ar-s Pin Quivers’ in Flare-Up Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) IV 278,"Come where the ar-s-pin quivers, / Maids who are fond of skivers, / Leave your papa and mamma, / I’ll put you on the Peg."
sceptre,1679,,‘Colin’ in Wilson Court Satires of the Restoration (1976) 25,She knew his ways and could comply / With all decays of lechery; Had often licked his amorous sceptre / Until the jaded stallion leapt her.
sceptre,1679,,‘Colin’ in Wilson Court Satires of the Restoration (1976) 25,She knew his ways and could comply / With all decays of lechery; Had often licked his amorous sceptre / Until the jaded stallion leapt her.
eel,1836,,‘Cock Salmon’ in Frisky Vocalist 41,"And when her soft bosom he offered to feel, / She pinched him and vow’d she would skin his eel [...] ‘That’s just what I want,’ said fishy, so free, / So pull’d out his eel, as she sat on his knee."
muscle,1810,,‘Clown’s Peep into the Seraglio’ in Batchelar’s Jovial Fellows Collection of Songs 3,"When the grey mare is the better horse — and if the Ottomy ladies had but a little hedification at Billingsgate, the flat fish would soon prove themselves fine soles, and make it all hot cockles with the musclemen"
coral branch,1835,,‘Chloe and her Coral’ in Cove in Spedding & Watt (eds) Bawdy Songbooks (2011) IV 222,"She tunes it and plays it all day and night, / She’s patrtial to, partial to the coral, O."
rolling-pin,1837,,‘Chapter of Smutty Toasts’ Icky-Wickey Songster 10,"Here’s what they all like, which is man’s rolling-pin."
muscle,1830,,‘Catalogue of Odd Fish’ in Fleet-Street Collection 8,"A lily white muscle’s a beau, / And hot cockles a game for the ladies"
lobcock,1741,,‘Capt. Samuel Cock’ Voyage to Lethe n.p.,Subscribers Names [...] Lord Lobcock 150 ditto.
private,1741,,‘Capt. Samuel Cock’ Voyage to Lethe 37,"At the lower end of the Temple was another Idol, called Masturpro, with this inscription over it, A Chapel of Ease A naked Man erect, one Leg a little before the other, with his Right-Hand grasping his Privites."
needle,1741,,‘Capt. Samuel Cock’ Voyage to Lethe 32,"A certain Dampness and Sluggishness in her, [...] depriv’d the Needle in a manner of all Operation."
mast,1741,,‘Capt. Samuel Cock’ Voyage to Lethe 13,"I took Possession of the Charming Sally and immediately fell to work upon her. The Main-Mast being a Long-side, we strove to heave it in [...] by greasing and working it to and fro [...] it went tolerably plumb into the Socket"
liquorice stick,1573,,‘Cambridg Libell’ in May & Bryson Verse Libel 339,"A Draper Cram’d her greedie gorge, / She loves a lycorishe stycke"
little man,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 9,"And whilst his Homunculus [Lat. ‘little man’] throbs, / She asks — What’s the price now of fish?"
cod,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 8,"She ask’d him a question so odd, / [...] / And cry’d while she tickl’d his cod."
rule of three,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 73,"You ladies that are with a husband unblest, / And are minded to make him a delicate beast,/ He’ll fix the brow antlers just where they shoul be, / And all by his art in the sure rule of three."
stalk,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 50,"Each night she enjoys the fruit, / By getting the stalk within it."
prick,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 50,"Dear Cloe [sic] unbutton my breeches, / My p—k in full vigour does stand; / Don’t be like affected coy bitches / But lake it, while stiff, in your hand."
rolling-pin,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 30,Then down on the dresser young Dolly he laid / [...] / He kneaded her dough with his own rolling-pin.
bagpipe,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 24,"So Jockey with haste pull’d out of its case / His merry bagpipe, and play’d with a grace."
bird,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 207,Toasts [...] The bird in the hand and then in the bush. The bird in the bush and not in the hand. The bird in the bush and two hard by.
meat,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 133,"If you cram her all night, she’ll cry out for more meat."
pudding,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 130,"When I am among some wives that are young, / Who think they shall never give it due praise; / It is sweet, it is good, it is pleasant still, / They cry, — they think they shall never have their fill / Of a pudding."
snout,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 115,"Jack and his master a wager laid, / Of threescore shillings and ten; / Which of them had the longest p— / [...] / But Jack he did his master beat, / By four inches and the snout."
shillelagh,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 11,Then master O’Blaney / Pull’d out his Shillaley / / (A weapon he never shew’d women in vain).
lance,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 11,"Eager he drove, but he could drive no further in, / Jenny had shiver’d the heroe’s [sic] stout lance."
wedge,1790,,‘Bumper Allnight. Esquire’ Honest Fellow 106,"‘I drive the wedge further, and make the slit wider’."
pump-handle,1790,,‘Bumper Allnight. Esquire’ Honest Fellow,Then Roger’s Pump handle ran the Devil knows where.
pestle,1790,,‘Bumper Allnight. Esquire’ Honest Fellow,"A Vision too I had of old, / That thou a Mortar wert of Gold! / Then cou’d I but the Pestle be, / [...] / Oh! how I wou’d pound my Spice in thee."
gun,1860,,‘Brighton Grand Volunteer Rev.’ in C. Hindley Curiosities of Street Lit. (1871) 155,"If the volunteers should want a rest, / The girls will hold his gun, sir."
tackle,1798,,‘Botany Bay’ in Hilaria 18,"Tho’ shook by the stroke, Adam’s mast stood upright / His ballast was steady, his tackling quite tight."
mast,1798,,‘Botany Bay’ in Hilaria 18,"Tho’ shook by the stroke, Adam’s mast stood upright / His ballast was steady, his tackling quite tight."
gun,1798,,‘Botany Bay’ in Hilaria 18,"Then a breeze spring up, down the red sraits he ran, / And, o’erjoy’d with his voyage, he fir’d off a great gun ."
spindle,1707,,‘Bonny Peggy Ramsey’ in Farmer Merry Songs and Ballads (1897) II 152,"The spindle it was hardy, and the steanes were they well pickt."
inch,1837,,‘Blue Bells of Ireland’ Ri-tum Ti-tum Songster 3,Desiring that she might have one nine inches long.
bagpipe,1707,,‘Blowzabella’ in Farmer Merry Songs and Ballads (1897) IV 77,"Squeakham, Squeakham, Bag-pipe will make ’em / Whisking, Frisking."
old boy,1833,,‘Black Sam’ in Out-and-Outer in Spedding & Watt (eds) Bawdy Songbooks (2011) IV 142,"The next morn when I opened my eyes, / Then the Pavier no more could he stand, / So I drew my arm over his thighs, / To assist the old chap with my hand."
bag of tricks,1841,,‘Billy Taylor’s Three Square’ in Gentleman’s Spicey Songster 11,"Billy Taylor was a gay young fellow, / Full of spunk, and full of glee; / With his whim-wham, bag of tricks, / Hanging down below his knee."
whim-wham,1841,,‘Billy Taylor’s Three Square’ Gentleman’s Spicey Songster 11,"Billy Taylor was a gay young fellow, / Full of spunk, and full of glee; / With his whim-wham, bag of tricks, / Hanging down below his knee."
ballocks,1864,,‘Bear-Ass Ride’ Rakish Rhymer (1917) 153,"Into the ring there came a p—k, as big as any bull, / With bollocks like a hogshead beneath the waving wool."
nuts,1864,,‘Bear-Ass Ride’ in Rakish Rhymer (1917) 151,"Hard p—ks, sore nuts, among the male spectators, / She stands on her head and cuts so many capers."
catso,1680,,‘Ballad on Betty Felton’ in Wilson Court Satires of the Restoration (1976) 48,"Quickly chastizes all pricks in rebellion, / And is able to break a whole catso battalion."
ballocks,1680,,‘Ballad on Betty Felton’ in Wilson Court Satires of the Restoration (1976) 48,"She’s always attended with ballocks and tarse, / Sweet Candish in cunt and bold Frank at her arse."
gear,1707,,‘Ballad of Old Proverbs’ in Playford Pills to Purge Melancholy II 113,"Lo, this is my Counsel to young Men that Wooe, / Look well before you leap, handle your Geer, / For if you Wink and Shite, you’ll ne’re see what you do."
arbor vitae,1798,,‘B— ’s Bugbear’ in Hilaria 124,For she yet had a taste for the arbor of life.
pintle,1700,,‘Andrew & Maudlin’ in Playford Pills to Purge Melancholy II 66,"They laid the Girls down, and gave each a green Mantle, / While their Breasts and their Bellies went a-Pintle a-Pantle."
ladies' plaything,1798,,‘An Extraordinary Fish’ in Hilaria 127,"Pull out,’ said a friend, ‘all the ladies’ delight, sir,’ / He did, and exhibited two inches more."
weapon,1821,,‘An Amateur’ Real Life in London II 258,A pond’rous weapon for a lady’s handling!
coral branch,1693,,‘Age Renewed by Wedlock’ in Pepys Ballads (1987) V 159,"He has a curious Correl As long as both my Thumbs, With two Bells at the end on’t With which he rubs my Gums."
apples,1834,,‘Adam’s Root’ in Bang-Up Songster 8,Two pretty apples hung from it below!
roger,1837,,‘A Wife’s Appetite’ in Cuckold’s Nest 43,"The morn they were wed the maid said to her bunny, / To-night you shall make poor old Roger feel funny."
tube,1835,,‘A Twopenny-Worth Of Shag’ in Secret Songster 30,"And when the damsel saw his pipe, its looks she much admired; / Says she, oh, what a lively tube, to see it, my heart burns sir, / So pry’thee, sailor, give me shag, and I will give returns, sir."
bore,1838,,‘A Stiff Upright Parody’ Rambler’s Flash Songster 11,Rory O’More Had A Hell Of A Bore.
jewel,1842,,‘A Slap Against the Garden Gate’ in Nancy Dawson’s Cabinet of Songs 19,"For Lubin had promised to meet her there, / And showed to her his jewels rare."
robin,1707,,‘A Shepherd Kept Sheep’ in Farmer Merry Songs and Ballads (1897) IV 123,"I prithee now tell me what is thy Name, fa, la, la, / Why Robin in the Rushes my Name is, quoth he."
bottle,1707,,‘A Shepherd Kept Sheep’ in Farmer Merry Songs and Ballads (1897) IV 121,Thou shalt tast of my bottle before thou dost go [...] Then he took her and laid her upon the Ground.
bone,1700,,‘A Servingman on his Mistress’ in Wardroper (1969) 168,My mistresses loves no woodcocks / Yet loves to pick the bones.
rocks,1691,,‘A Present to a Lady’ in Ebsworth Merry Drollery Compleat (1875) 241,"Colossus like, between two Rocks, / I have seen him stand and shake his locks"
stalk,1656,,‘A New Year’s Gift’ in Wardroper (1969) 215,"If pretty bun the stalk devour / ’Twill up again in half an hour. / When once the bun it doth espy / ’Twill mop, ’twill mop, ’twill mop most prettily."
wand,1656,,‘A New Year’s Gift’ in Wardroper (1969) 21,"The bravest thing in all this land, / You shall have Mars’ onely wand, / A thing that never grew on tree."
stalk,1661,,‘A New Year’s Gift’ in Farmer Merry Songs and Ballads (1897) V 36,"If pretty Bun the stalk devour, / ’Twil up again in half an hour."
gardener,1691,,‘A New Medley’ in Ebsworth Merry Drollery Compleat (1875) 347,For there where other Gard’ners have been sowing / Their seed
wand,1600,,‘A Mans Yard’ in Farmer Merry Songs and Ballads (1897) I 10,"It is Venus wanton staying wand, / That ne’er had feet, and yet can stand."
horn,1600,,‘A Mans Yard’ in Farmer Merry Songs and Ballads (1897) I 10,"It is a grafte Horne on a pretty head, / A staffe to make a Countess bedd."
tool,1705,,‘A Lusty Young Smith’ in Farmer Merry Songs and Ballads (1897) I 175,"Her Husband she said could scarce raise up his Hammer, / His strength and his Tools were worn out long ago."
pego,1834,,‘A Long Strong P-go’ in Flare-Up Songster 10,P stands for P-go-strong P-go-long strong Pego.
gear,1660,,‘A Ffreinde of Mine’ in Furnivall & Hales Bishop Percy’s Folio Manuscript of Loose and Humorous Songs (1868) 91,"Ffor now itts time of the yeere / to decke, & bath, & trim ourselues / both head, hands, ffet & geere."
pintle,1660,,‘A Ffreinde of Mine’ in Furnivall & Hales Bishop Percy’s Folio Manuscript of Loose and Humorous Songs (1868) 90,"Sshe caught him ffast by the : stones: thumsbes; / whereatt he vext and greiued was, / soe that his fflesh did wrinkle; / this maid shee was noe whitt affrayed, / but caught him fast hold by the : pintle."
pipe,1660,,‘A Creature ffor ffeature’ in Furnivall & Hales Bishop Percy’s Folio Manuscript of Loose and Humorous Songs (1868) 53,"Then thought I, & thought noe lye, / perhapps his pipe is not yett ripe."
gear,1672,,‘A Country Dialogue’ in Covent Garden Drollery 104,"Such geer I think thou ne’re did see, Things that will please thee without measure."
pin,1836,,"‘A Celebrated Parody On The King, God Bless Him’ Cockchafer 6","I boast not of gems, but a pin for my lass. / Of strength nought can e’er dispossess it. / Upstanding, uncovered, right up, let it pass. / Here’s a health to Quim, and God bless it."
dirk,1833,,"‘A Celebrated Flash Parody’ in Regular Thing, And No Mistake 56",The Highland lad he drew his dirk and / sheathed into my wanton leather.
bow,1648,"John Taylor, A Brown Dozen of Drunkards: (Ali-Ass Drink-Hards) Whipt, and Shipt to the Jsle of Gulls: For Their Abusing of Mr. Malt the Bearded Son, and Barley-Broth the Brainlesse Daughter of Sir John Barley-Corne (London, 1648), 13, http://name.umdl.umich.edu/A95524.0001.001.",,"no Jephtas daughter should bewaile her Virginity, if she would but bend her string to his bow"
you know what,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"he had already begun to exercise the tools, and put his codpiece in practice. Which codpiece, or braguette, his governesses did every day deck up and adorn with fair nosegays, curious rubies, sweet flowers, and fine silken tufts, and very pleasantly would pass their time in taking you know what between their fingers, and dandling it, till it did revive and creep up to the bulk and stiffness of a suppository, or street magdaleon, which is a hard rolled-up salve spread upon leather."
wimble,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
tool,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"he had already begun to exercise the tools, and put his codpiece in practice."
thing,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"It belongs to me, said one. It is mine, said the other. What, quoth a third, shall I have no share in it? By my faith, I will cut it then. Ha, to cut it, said the other, would hurt him. Madam, do you cut little children's things?"
stopple,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
stiff and stout,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
quickset imp,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
pusher,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
pretty rogue,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
pouting stick,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
placket-racket,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
pillicock,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
piercer,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
membretoon,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
